tconst     ,orignal tittle                                            ,startYear ,averageRating ,numVotes
tt27679608 ,Fateh                                                     ,     2025 ,          7.3 ,18K
tt10767976 ,Fatteshikast                                              ,     2019 ,          8.4 ,1.7K
tt31064317 ,Fear                                                      ,     2024 ,          8.7 ,2.7K
tt2122340  ,Ferrari Ki Sawaari                                        ,     2012 ,          6.4 ,6.1K
tt7159382  ,Fidaa                                                     ,     2017 ,          7.4 ,6K
tt13818368 ,Fighter                                                   ,     2024 ,          6.2 ,52K
tt2417560  ,Filmistaan                                                ,     2012 ,          7.3 ,3.7K
tt1263679  ,Firaaq                                                    ,     2008 ,          7.3 ,2.6K
tt34604827 ,Fire                                                      ,     2025 ,          9.2 ,10K
tt0248012  ,Fiza                                                      ,     2000 ,          6   ,4.6K
tt23058594 ,Focus                                                     ,     2022 ,          7.6 ,3K
tt27219011 ,Footage                                                   ,     2024 ,          7.2 ,2.3K
tt1992138  ,Force                                                     ,     2011 ,          6.5 ,8.7K
tt5156746  ,Force 2                                                   ,     2016 ,          6.2 ,6.2K
tt10187680 ,Forensic                                                  ,     2020 ,          6.8 ,6.4K
tt15121860 ,Forensic                                                  ,     2022 ,          6.3 ,3.6K
tt15145764 ,Freddy                                                    ,     2022 ,          7.3 ,35K
tt28568397 ,Friday Night Plan                                         ,     2023 ,          6.5 ,2K
tt0255178  ,Friends                                                   ,     1999 ,          7.6 ,1.1K
tt0308280  ,Friends                                                   ,     2001 ,          7.9 ,5.6K
tt2806788  ,Fukrey                                                    ,     2013 ,          6.9 ,14K
tt6712014  ,Fukrey Returns                                            ,     2017 ,          6.5 ,6.6K
tt27917168 ,Fuleku                                                    ,     2023 ,          7   ,1.1K
tt33337007 ,Fussclass Dabhade                                         ,     2025 ,          8   ,4.3K
tt15334298 ,GST (God Saithan Technology)                              ,     2021 ,          7.6 ,1K
tt13485172 ,Gaali Sampath                                             ,     2021 ,          6.5 ,3.4K
tt1773441  ,Gaalipata                                                 ,     2008 ,          8.3 ,1.4K
tt10290116 ,Gaalipata 2                                               ,     2022 ,          6   ,1.6K
tt27657791 ,Gaami                                                     ,     2024 ,          6.4 ,2K
tt2424988  ,Gabbar Is Back                                            ,     2015 ,          7   ,27K
tt2304655  ,Gabbar Singh                                              ,     2012 ,          7.1 ,7.5K
tt0284137  ,Gadar: Ek Prem Katha                                      ,     2001 ,          7.3 ,16K
tt27908622 ,Gadayuddha                                                ,     2023 ,          7.2 ,1K
tt9670480  ,Gaddalakonda Ganesh                                       ,     2019 ,          6.2 ,2.4K
tt15437820 ,Gaganachari                                               ,     2024 ,          6.9 ,1.1K
tt1704144  ,Gaganam                                                   ,     2011 ,          7.2 ,1.2K
tt18561466 ,Gajab Thai Gayo !                                         ,     2022 ,          6.7 ,1.2K
tt27426266 ,Gally Gang Stars                                          ,     2024 ,          9   ,2K
tt12062432 ,Galwakdi                                                  ,     2022 ,          6.3 ,1.2K
tt8914492  ,Game Over                                                 ,     2019 ,          6.9 ,8.6K
tt1583256  ,Gamyam                                                    ,     2008 ,          8.3 ,3.8K
tt24668540 ,Ganaa                                                     ,     2023 ,          6.7 ,2.2K
tt15839898 ,Gandharwa                                                 ,     2022 ,          6.9 ,1.9K
tt13801462 ,Gandhi Godse Ek Yudh                                      ,     2023 ,          6.7 ,8.5K
tt0459293  ,"Gandhi, My Father"                                       ,     2007 ,          7.3 ,1.8K
tt9675464  ,Gang Leader                                               ,     2019 ,          7.6 ,4.9K
tt0373856  ,Gangaajal                                                 ,     2003 ,          7.8 ,19K
tt1954470  ,Gangs of Wasseypur                                        ,     2012 ,          8.2 ,107K
tt33531981 ,Gangster                                                  ,     2024 ,          9.1 ,2.2K
tt0495032  ,Gangster                                                  ,     2006 ,          7.2 ,6.9K
tt10083340 ,Gangubai Kathiawadi                                       ,     2022 ,          7.8 ,64K
tt11042658 ,Gantumoote                                                ,     2019 ,          8.1 ,1K
tt0453671  ,Garam Masala                                              ,     2005 ,          6.8 ,18K
tt21261388 ,Gargi                                                     ,     2022 ,          8.1 ,7.7K
tt11953248 ,Garuda Gamana Vrishabha Vahana                            ,     2021 ,          8.2 ,8.7K
tt27561663 ,Garudan                                                   ,     2024 ,          7.1 ,3.3K
tt27411198 ,Garudan                                                   ,     2023 ,          7.3 ,2.8K
tt21617996 ,Gatta Kusthi                                              ,     2022 ,          6.5 ,2.8K
tt5832544  ,Gautamiputra Satakarni                                    ,     2017 ,          6.3 ,2.8K
tt22207772 ,GeetaSakshigaa                                            ,     2023 ,          6.4 ,1.8K
tt8590896  ,Geetha Govindam                                           ,     2018 ,          7.7 ,17K
tt0097437  ,Geethanjali                                               ,     1989 ,          8.3 ,3K
tt15491744 ,Gem                                                       ,     2021 ,          7   ,1.3K
tt0327761  ,Gemini                                                    ,     2002 ,          6.2 ,1.2K
tt9389802  ,Generation Aami                                           ,     2018 ,          7.6 ,1.3K
tt0482389  ,Gentleman                                                 ,     1993 ,          7.8 ,2.8K
tt5815940  ,Gentleman                                                 ,     2016 ,          7.1 ,2.8K
tt11189056 ,George Reddy                                              ,     2019 ,          6.9 ,1.5K
tt29718448 ,Get-Set Baby!                                             ,     2025 ,          8   ,1.1K
tt1166100  ,Ghajini                                                   ,     2008 ,          7.4 ,69K
tt0449951  ,Ghajini                                                   ,     2005 ,          7.6 ,16K
tt0475591  ,Gharshana                                                 ,     2004 ,          7.4 ,1.2K
tt0116407  ,Ghatak: Lethal                                            ,     1996 ,          7.5 ,4.4K
tt0099652  ,Ghayal                                                    ,     1990 ,          7.7 ,5.2K
